id,lat,lon,diam,depth
19-010916,-6.939,-16.727,1.44,0.0
19-010919,-1.085,-4.178,1.44,0.0
19-010920,-27.706,-0.146,1.44,0.0
19-010921,-19.945,-16.488,1.44,0.0
19-010924,-6.357,-6.099,1.44,0.0
19-010925,-27.304,-14.06,1.44,0.0
19-010926,-15.96,-3.177,1.44,0.0
19-010927,-7.516,-1.713,1.44,0.0
19-010928,-8.554,-1.777,1.44,0.0
19-010929,-1.499,-1.858,1.44,0.0
19-010930,-11.88,-25.033,1.44,0.0
19-010931,-22.523,-27.473,1.44,0.0
19-010933,-6.419,-23.85,1.44,0.0
19-010935,-24.769,-11.079,1.44,0.0
19-010936,-9.931,-3.498,1.44,0.0
19-010937,-26.826,-25.277,1.44,0.0
19-010940,-1.31,-5.806,1.44,0.0
19-010941,-1.886,-8.459,1.44,0.0
19-010943,-21.812,-25.559,1.44,0.0
19-010944,-15.527,-3.203,1.44,0.0
19-010947,-22.684,-23.943,1.44,0.0
19-010949,-14.927,-28.656,1.44,0.0
19-010950,-25.46,-1.426,1.44,0.0
19-010951,-17.704,-10.906,1.44,0.0
19-010952,-20.817,-25.438,1.44,0.0
19-010956,-24.838,-17.826,1.43,0.0
19-010957,-9.81,-2.613,1.43,0.0
19-010959,-7.728,-23.243,1.43,0.0
19-010962,-20.233,-13.765,1.43,0.0
19-010964,-19.268,-27.402,1.43,0.0
19-010965,-23.233,-3.061,1.43,0.0
19-010966,-28.408,-13.728,1.43,0.0
19-010967,-0.717,-28.291,1.43,0.0
19-010969,-1.468,-28.053,1.43,0.0
19-010970,-9.242,-1.816,1.43,0.0
19-010971,-13.057,-10.742,1.43,0.0
19-010972,-10.901,-24.167,1.43,0.0
19-010973,-27.375,-14.387,1.43,0.0
19-010974,-19.852,-26.403,1.43,0.0
19-010976,-7.812,-26.137,1.43,0.0
19-010977,-25.652,-14.235,1.43,0.0
19-010978,-17.117,-1.47,1.43,0.0
19-010981,-21.865,-9.794,1.43,0.0
19-010983,-0.047,-25.496,1.43,0.0
19-010986,-29.066,-13.103,1.43,0.0
19-010987,-10.701,-12.928,1.43,0.0
19-010988,-3.465,-23.213,1.43,0.0
19-010989,-19.757,-11.162,1.43,0.0
19-010991,-9.507,-8.408,1.43,0.0
19-010992,-26.573,-29.039,1.43,0.0
19-010993,-23.024,-2.222,1.43,0.0
19-010995,-13.205,-19.896,1.43,0.0
19-010997,-22.97,-2.107,1.43,0.0
19-010999,-13.411,-11.616,1.43,0.0
19-011001,-7.284,-0.117,1.43,0.0
19-011003,-1.751,-10.479,1.43,0.0
19-011007,-22.876,-22.935,1.43,0.0
19-011011,-23.027,-29.765,1.43,0.0
19-011012,-16.873,-14.77,1.43,0.0
19-011019,-26.701,-1.591,1.43,0.0
19-011021,-16.706,-26.795,1.43,0.0
19-011024,-15.319,-19.622,1.43,0.0
19-011027,-0.831,-27.892,1.43,0.0
19-011028,-24.207,-29.672,1.43,0.0
19-011029,-10.427,-2.844,1.43,0.0
19-011030,-15.024,-6.03,1.43,0.0
19-011031,-15.353,-12.165,1.43,0.0
19-011032,-15.238,-18.717,1.43,0.0
19-011033,-21.049,-19.955,1.43,0.0
19-011034,-25.319,-15.436,1.43,0.0
19-011036,-28.639,-25.126,1.43,0.0
19-011037,-0.716,-28.186,1.43,0.0
19-011038,-16.641,-29.072,1.43,0.0
19-011039,-2.657,-25.654,1.43,0.0
19-011041,-22.058,-6.212,1.43,0.0
19-011042,-1.935,-19.236,1.43,0.0
19-011043,-16.492,-7.244,1.43,0.0
19-011044,-6.969,-23.231,1.43,0.0
19-011045,-6.375,-17.178,1.43,0.0
19-011047,-5.052,-23.457,1.43,0.0
19-011048,-22.949,-29.46,1.43,0.0
19-011049,-9.989,-12.712,1.43,0.0
19-011052,-26.757,-5.314,1.43,0.0
19-011054,-3.973,-11.34,1.43,0.0
19-011055,-10.262,-5.5,1.43,0.0
19-011056,-14.922,-19.612,1.43,0.0
19-011057,-28.339,-27.385,1.43,0.0
19-011058,-5.735,-11.913,1.43,0.0
19-011059,-29.55,-3.181,1.43,0.0
19-011061,-9.534,-2.153,1.43,0.0
19-011062,-1.63,-10.284,1.43,0.0
19-011064,-26.654,-20.575,1.43,0.0
19-011065,-25.118,-22.675,1.43,0.0
19-011066,-5.729,-8.087,1.43,0.0
19-011070,-8.582,-23.484,1.43,0.0
19-011071,-19.736,-22.555,1.43,0.0
19-011074,-5.959,-3.22,1.43,0.0
19-011076,-0.583,-24.711,1.43,0.0
19-011078,-23.791,-7.106,1.43,0.0
19-011080,-20.241,-26.899,1.43,0.0
19-011081,-24.494,-29.941,1.43,0.0
19-011082,-26.629,-24.079,1.43,0.0
19-011083,-23.879,-26.028,1.43,0.0
19-011084,-15.218,-0.399,1.43,0.0
19-011086,-15.664,-9.522,1.43,0.0
19-011087,-9.85,-0.31,1.43,0.0
19-011088,-24.882,-6.486,1.43,0.0
19-011089,-23.902,-15.101,1.43,0.0
19-011090,-10.399,-17.504,1.43,0.0
19-011093,-3.416,-14.369,1.42,0.0
19-011096,-10.883,-27.618,1.42,0.0
19-011098,-17.672,-15.876,1.42,0.0
19-011100,-15.217,-12.242,1.42,0.0
19-011102,-29.259,-4.321,1.42,0.0
19-011103,-6.711,-5.728,1.42,0.0
19-011104,-6.467,-25.015,1.42,0.0
19-011106,-21.551,-14.365,1.42,0.0
19-011109,-18.026,-23.256,1.42,0.0
19-011113,-15.201,-0.672,1.42,0.0
19-011114,-17.946,-8.257,1.42,0.0
19-011115,-7.669,-15.631,1.42,0.0
19-011116,-1.431,-4.369,1.42,0.0
19-011120,-24.547,-7.637,1.42,0.0
19-011125,-11.502,-24.991,1.42,0.0
19-011127,-22.25,-19.513,1.42,0.0
19-011128,-9.251,-15.602,1.42,0.0
19-011129,-10.4,-5.566,1.42,0.0
19-011130,-8.016,-1.372,1.42,0.0
19-011134,-29.368,-5.214,1.42,0.0
19-011135,-26.153,-23.244,1.42,0.0
19-011136,-28.124,-9.16,1.42,0.0
19-011138,-19.461,-24.852,1.42,0.0
19-011139,-6.181,-3.875,1.42,0.0
19-011140,-16.748,-24.593,1.42,0.0
19-011141,-21.28,-27.984,1.42,0.0
19-011142,-26.021,-5.043,1.42,0.0
19-011143,-11.208,-29.017,1.42,0.0
19-011145,-27.351,-9.017,1.42,0.0
19-011148,-16.269,-12.392,1.42,0.0
19-011152,-7.982,-23.244,1.42,0.0
19-011153,-13.592,-1.941,1.42,0.0
19-011154,-10.761,-16.747,1.42,0.0
19-011156,-21.203,-4.402,1.42,0.0
19-011157,-17.812,-18.453,1.42,0.0
19-011158,-0.956,-15.622,1.42,0.0
19-011160,-14.548,-4.252,1.42,0.06
19-011161,-2.073,-1.396,1.42,0.0
19-011162,-0.181,-14.721,1.42,0.0
19-011165,-16.371,-4.973,1.42,0.04
19-011166,-5.939,-23.824,1.42,0.0
19-011168,-29.148,-2.754,1.42,0.0
19-011169,-26.24,-0.579,1.42,0.0
19-011170,-28.73,-24.728,1.42,0.0
19-011171,-27.171,-11.349,1.42,0.0
19-011173,-20.235,-27.596,1.42,0.0
19-011174,-7.964,-5.909,1.42,0.0
19-011175,-2.26,-20.315,1.42,0.0
19-011177,-9.07,-11.963,1.42,0.0
19-011179,-22.214,-26.397,1.42,0.0
19-011180,-23.512,-23.063,1.42,0.0
19-011182,-5.298,-2.979,1.42,0.0
19-011183,-8.986,-7.742,1.42,0.0
19-011184,-16.326,-22.27,1.42,0.0
19-011185,-9.288,-10.019,1.42,0.0
19-011187,-18.763,-2.225,1.42,0.0
19-011190,-23.79,-20.872,1.42,0.0
19-011191,-2.532,-21.919,1.42,0.0
19-011192,-24.811,-2.801,1.42,0.0
19-011194,-1.944,-4.37,1.42,0.0
19-011196,-20.041,-22.353,1.42,0.0
19-011200,-16.357,-28.265,1.42,0.0
19-011201,-27.433,-10.585,1.42,0.0
19-011202,-4.183,-8.264,1.42,0.0
19-011203,-14.735,-18.915,1.42,0.0
19-011205,-8.22,-2.264,1.42,0.0
19-011206,-16.176,-29.747,1.42,0.0
19-011207,-18.209,-4.547,1.42,0.0
19-011208,-20.426,-29.472,1.42,0.0
19-011209,-26.485,-8.696,1.42,0.0
19-011210,-26.006,-10.537,1.42,0.0
19-011214,-18.889,-11.291,1.42,0.0
19-011215,-5.432,-12.521,1.42,0.0
19-011217,-20.003,-10.683,1.42,0.0
19-011218,-14.167,-6.291,1.42,0.0
19-011219,-19.787,-7.795,1.42,0.0
19-011220,-29.575,-18.78,1.42,0.0
19-011221,-0.467,-20.355,1.42,0.0
19-011223,-9.25,-15.684,1.42,0.0
19-011225,-7.848,-20.857,1.42,0.0
19-011227,-20.409,-25.202,1.42,0.0
19-011228,-1.106,-20.244,1.42,0.0
19-011232,-11.832,-19.532,1.41,0.0
19-011234,-24.797,-6.273,1.41,0.0
19-011235,-5.227,-19.73,1.41,0.0
19-011237,-0.422,-2.795,1.41,0.0
19-011238,-29.955,-2.682,1.41,0.0
19-011240,-20.063,-9.361,1.41,0.0
19-011241,-17.692,-27.837,1.41,0.0
19-011242,-8.544,-5.673,1.41,0.0
19-011243,-16.407,-1.472,1.41,0.0
19-011244,-22.929,-8.296,1.41,0.0
19-011245,-19.317,-16.341,1.41,0.0
19-011246,-17.689,-12.223,1.41,0.0
19-011247,-27.519,-21.985,1.41,0.0
19-011249,-16.767,-22.191,1.41,0.0
19-011251,-11.853,-24.88,1.41,0.0
19-011252,-20.049,-10.978,1.41,0.0
19-011256,-0.879,-27.349,1.41,0.0
19-011258,-8.504,-6.783,1.41,0.0
19-011259,-15.702,-28.009,1.41,0.0
19-011260,-22.664,-27.039,1.41,0.0
19-011262,-10.403,-25.189,1.41,0.0
19-011263,-25.04,-22.2,1.41,0.0
19-011264,-1.391,-21.838,1.41,0.0
19-011265,-8.575,-14.758,1.41,0.0
19-011266,-22.78,-19.282,1.41,0.0
19-011267,-10.647,-29.971,1.41,0.0
19-011268,-17.878,-23.737,1.41,0.0
19-011271,-13.585,-14.293,1.41,0.0
19-011272,-11.226,-15.314,1.41,0.0
19-011274,-19.652,-16.049,1.41,0.0
19-011276,-28.268,-13.425,1.41,0.0
19-011277,-2.099,-6.757,1.41,0.0
19-011279,-6.623,-25.093,1.41,0.0
19-011280,-8.073,-3.252,1.41,0.0
19-011284,-22.917,-24.649,1.41,0.0
19-011285,-4.681,-10.5,1.41,0.0
19-011286,-10.835,-13.412,1.41,0.0
19-011287,-24.302,-17.944,1.41,0.0
19-011291,-13.694,-1.167,1.41,0.0
19-011292,-1.654,-5.902,1.41,0.0
19-011293,-13.879,-3.85,1.41,0.0
19-011295,-12.114,-5.722,1.41,0.0
19-011296,-5.875,-18.639,1.41,0.0
19-011297,-10.248,-17.297,1.41,0.0
19-011298,-21.71,-26.837,1.41,0.0
19-011301,-17.523,-28.426,1.41,0.0
19-011303,-7.257,-1.671,1.41,0.0
19-011305,-18.92,-26.058,1.41,0.0
19-011307,-21.819,-24.322,1.41,0.0
19-011308,-15.391,-19.385,1.41,0.0
19-011310,-23.309,-8.507,1.41,0.0
19-011311,-0.812,-25.13,1.41,0.0
19-011313,-17.549,-27.906,1.41,0.0
19-011316,-16.776,-19.734,1.41,0.0
19-011317,-0.411,-2.569,1.41,0.0
19-011319,-16.908,-23.922,1.41,0.0
19-011322,-24.943,-29.905,1.41,0.0
19-011325,-16.51,-18.778,1.41,0.0
19-011327,-16.426,-20.687,1.41,0.0
19-011330,-14.651,-29.376,1.41,0.0
19-011331,-1.519,-3.376,1.41,0.0
19-011332,-25.062,-25.149,1.41,0.0
19-011333,-22.96,-6.826,1.41,0.0
19-011334,-5.94,-19.897,1.41,0.0
19-011335,-0.125,-15.308,1.41,0.0
19-011337,-6.463,-15.114,1.41,0.0
19-011339,-7.271,-10.296,1.41,0.0
19-011342,-21.567,-17.733,1.41,0.0
19-011343,-5.241,-8.271,1.41,0.0
19-011345,-19.457,-14.047,1.41,0.0
19-011346,-12.489,-0.468,1.41,0.0
19-011347,-7.102,-17.907,1.41,0.0
19-011348,-26.172,-7.646,1.41,0.0
19-011349,-3.78,-18.93,1.41,0.0
19-011351,-22.897,-9.77,1.41,0.0
19-011352,-25.889,-7.433,1.41,0.0
19-011353,-25.206,-18.271,1.41,0.0
19-011354,-24.932,-23.522,1.41,0.0
19-011356,-9.173,-29.168,1.41,0.0
19-011357,-7.703,-1.99,1.41,0.0
19-011359,-10.664,-17.827,1.41,0.0
19-011360,-21.849,-12.94,1.41,0.0
19-011363,-8.363,-7.551,1.4,0.0
19-011364,-10.1,-0.809,1.4,0.0
19-011365,-0.999,-6.977,1.4,0.0
19-011367,-4.571,-23.774,1.4,0.0
19-011368,-5.538,-24.073,1.4,0.0
19-011369,-24.995,-23.156,1.4,0.0
19-011370,-22.456,-14.718,1.4,0.0
19-011371,-25.86,-24.66,1.4,0.0
19-011372,-2.301,-1.234,1.4,0.0
19-011374,-6.016,-22.429,1.4,0.0
19-011375,-25.652,-12.041,1.4,0.0
19-011376,-8.398,-13.647,1.4,0.0
19-011377,-15.405,-29.377,1.4,0.0
19-011378,-14.604,-10.394,1.4,0.0
19-011381,-0.597,-25.44,1.4,0.0
19-011383,-18.073,-6.768,1.4,0.0
19-011384,-17.523,-23.93,1.4,0.0
19-011386,-25.626,-11.267,1.4,0.0
19-011388,-20.031,-2.471,1.4,0.0
19-011390,-20.088,-18.589,1.4,0.0
19-011391,-6.555,-11.387,1.4,0.0
19-011393,-4.518,-14.353,1.4,0.0
19-011399,-9.563,-22.321,1.4,0.0
19-011401,-1.023,-26.152,1.4,0.0
19-011402,-15.171,-19.764,1.4,0.0
19-011403,-7.926,-14.147,1.4,0.0
19-011404,-19.847,-27.539,1.4,0.0
19-011405,-21.727,-9.93,1.4,0.0
19-011408,-5.977,-4.063,1.4,0.0
19-011409,-0.051,-28.369,1.4,0.0
19-011410,-0.057,-25.742,1.4,0.0
19-011411,-10.303,-26.994,1.4,0.0
19-011413,-2.899,-2.549,1.4,0.0
19-011415,-15.937,-12.539,1.4,0.0
19-011416,-24.522,-12.546,1.4,0.0
19-011417,-15.579,-27.192,1.4,0.0
19-011419,-19.885,-24.747,1.4,0.0
19-011420,-5.945,-5.112,1.4,0.0
19-011423,-22.941,-22.707,1.4,0.0
19-011425,-6.466,-28.309,1.4,0.0
19-011427,-13.756,-21.412,1.4,0.0
19-011428,-13.323,-27.704,1.4,0.0
19-011429,-5.635,-22.507,1.4,0.0
19-011432,-25.324,-10.004,1.4,0.0
19-011433,-27.828,-10.769,1.4,0.0
19-011436,-5.68,-20.317,1.4,0.0
19-011437,-11.472,-23.345,1.4,0.0
19-011438,-6.247,-3.474,1.4,0.0
19-011440,-21.884,-19.448,1.4,0.0
19-011441,-7.127,-1.634,1.4,0.0
19-011444,-0.454,-12.566,1.4,0.0
19-011446,-12.631,-11.418,1.4,0.0
19-011447,-2.149,-12.035,1.4,0.0
19-011449,-2.715,-11.36,1.4,0.0
19-011451,-25.302,-9.655,1.4,0.0
19-011452,-19.833,-3.585,1.4,0.0
19-011454,-15.77,-3.031,1.4,0.0
19-011456,-13.434,-29.879,1.4,0.0
19-011457,-5.941,-17.958,1.4,0.0
19-011462,-29.248,-14.844,1.4,0.0
19-011463,-23.48,-26.77,1.4,0.0
19-011465,-29.819,-13.197,1.4,0.0
19-011467,-25.711,-4.069,1.4,0.0
19-011468,-15.486,-17.837,1.4,0.0
19-011469,-21.866,-29.317,1.4,0.0
19-011473,-22.348,-23.977,1.4,0.0
19-011474,-9.584,-1.026,1.4,0.0
19-011475,-2.142,-0.263,1.4,0.0
19-011476,-19.949,-5.982,1.4,0.0
19-011477,-23.276,-27.464,1.4,0.0
19-011478,-24.391,-4.116,1.4,0.0
19-011481,-2.476,-2.469,1.4,0.0
19-011482,-10.507,-11.252,1.4,0.0
19-011484,-15.247,-24.446,1.4,0.0
19-011485,-4.862,-20.832,1.4,0.0
19-011486,-24.132,-17.678,1.4,0.0
19-011490,-5.628,-12.984,1.4,0.0
19-011493,-6.349,-2.092,1.39,0.0
19-011494,-21.498,-11.449,1.39,0.0
19-011496,-12.961,-21.226,1.39,0.0
19-011497,-28.352,-23.548,1.39,0.0
19-011499,-29.058,-2.142,1.39,0.0
19-011500,-16.844,-2.831,1.39,0.0
19-011501,-1.735,-7.997,1.39,0.0
19-011502,-9.704,-27.501,1.39,0.0
19-011503,-14.486,-19.71,1.39,0.0
19-011504,-8.462,-12.426,1.39,0.0
19-011505,-15.391,-2.708,1.39,0.0
19-011506,-26.481,-16.28,1.39,0.0
19-011508,-18.591,-21.591,1.39,0.0
19-011510,-12.662,-1.58,1.39,0.0
19-011512,-17.913,-23.078,1.39,0.0
19-011513,-15.502,-9.106,1.39,0.0
19-011514,-6.119,-3.354,1.39,0.0
19-011516,-5.261,-7.715,1.39,0.0
19-011518,-10.675,-20.937,1.39,0.0
19-011520,-21.099,-22.238,1.39,0.0
19-011521,-20.275,-8.242,1.39,0.0
19-011522,-1.651,-5.331,1.39,0.0
19-011523,-20.366,-24.741,1.39,0.0
19-011524,-21.54,-25.648,1.39,0.0
19-011527,-28.069,-0.982,1.39,0.0
19-011529,-5.059,-23.292,1.39,0.0
19-011530,-10.981,-21.166,1.39,0.0
19-011532,-18.812,-14.298,1.39,0.0
19-011534,-1.9,-10.224,1.39,0.0
19-011537,-28.913,-12.057,1.39,0.0
19-011538,-22.318,-1.063,1.39,0.0
19-011539,-6.797,-16.656,1.39,0.0
19-011540,-28.098,-25.339,1.39,0.0
19-011541,-29.842,-12.74,1.39,0.0
19-011542,-7.285,-2.115,1.39,0.0
19-011543,-23.08,-20.465,1.39,0.0
19-011544,-12.51,-21.78,1.39,0.0
19-011547,-9.099,-8.246,1.39,0.0
19-011548,-15.933,-0.423,1.39,0.0
19-011550,-22.227,-22.296,1.39,0.0
19-011552,-14.832,-9.519,1.39,0.0
19-011553,-1.881,-29.081,1.39,0.0
19-011557,-28.142,-10.386,1.39,0.0
19-011560,-7.088,-5.906,1.39,0.0
19-011562,-3.107,-20.739,1.39,0.0
19-011564,-2.625,-2.815,1.39,0.0
19-011565,-16.391,-18.491,1.39,0.0
19-011567,-18.032,-20.659,1.39,0.0
19-011568,-29.088,-11.861,1.39,0.0
19-011569,-6.373,-5.43,1.39,0.0
19-011570,-10.799,-8.148,1.39,0.0
19-011571,-25.594,-2.488,1.39,0.0
19-011572,-0.375,-24.56,1.39,0.0
19-011573,-2.108,-20.598,1.39,0.0
19-011575,-13.785,-17.551,1.39,0.0
19-011576,-21.381,-10.48,1.39,0.0
19-011578,-25.664,-16.178,1.39,0.0
19-011579,-7.633,-2.297,1.39,0.0
19-011580,-12.987,-26.778,1.39,0.0
19-011581,-22.127,-19.928,1.39,0.0
19-011583,-6.499,-2.748,1.39,0.0
19-011584,-2.342,-3.464,1.39,0.0
19-011586,-12.161,-4.522,1.39,0.0
19-011589,-1.941,-20.526,1.39,0.0
19-011590,-20.009,-27.251,1.39,0.0
19-011591,-20.665,-29.658,1.39,0.0
19-011592,-9.04,-17.92,1.39,0.0
19-011593,-19.585,-0.348,1.39,0.0
19-011594,-6.23,-13.638,1.39,0.0
19-011596,-0.424,-11.7,1.39,0.0
19-011598,-13.747,-4.816,1.39,0.0
19-011600,-6.557,-25.836,1.39,0.0
19-011601,-0.825,-25.115,1.39,0.0
19-011604,-16.592,-7.349,1.39,0.0
19-011607,-10.768,-11.504,1.39,0.0
19-011608,-16.989,-19.916,1.39,0.0
19-011610,-7.528,-3.954,1.39,0.0
19-011611,-1.714,-5.983,1.39,0.0
19-011612,-15.132,-27.216,1.39,0.0
19-011613,-7.0,-8.306,1.39,0.0
19-011615,-1.463,-2.242,1.39,0.0
19-011620,-9.165,-25.354,1.39,0.0
19-011622,-25.49,-20.929,1.39,0.0
19-011623,-29.429,-8.295,1.39,0.0
19-011624,-1.268,-24.746,1.39,0.0
19-011628,-10.083,-20.099,1.39,0.0
19-011629,-29.85,-11.044,1.39,0.0
19-011631,-19.578,-14.834,1.39,0.0
19-011633,-21.007,-22.52,1.39,0.0
19-011634,-21.196,-26.088,1.39,0.0
19-011635,-23.559,-24.341,1.39,0.0
19-011644,-18.471,-10.977,1.38,0.0
19-011645,-22.971,-20.173,1.38,0.0
19-011646,-17.167,-2.28,1.38,0.0
19-011647,-15.237,-12.596,1.38,0.0
19-011648,-18.435,-15.468,1.38,0.0
19-011649,-27.893,-0.263,1.38,0.0
19-011650,-1.882,-3.789,1.38,0.0
19-011651,-16.738,-11.608,1.38,0.0
19-011652,-9.822,-3.001,1.38,0.0
19-011653,-27.064,-11.35,1.38,0.0
19-011654,-6.514,-15.519,1.38,0.0
19-011656,-12.247,-2.606,1.38,0.0
19-011657,-21.371,-19.543,1.38,0.0
19-011658,-4.733,-4.425,1.38,0.0
19-011659,-23.651,-0.669,1.38,0.0
19-011660,-10.301,-17.669,1.38,0.0
19-011661,-18.415,-25.089,1.38,0.0
19-011664,-6.326,-16.842,1.38,0.0
19-011666,-23.504,-0.988,1.38,0.0
19-011668,-10.352,-0.913,1.38,0.0
19-011669,-8.727,-1.701,1.38,0.0
19-011672,-21.568,-19.054,1.38,0.0
19-011674,-4.5,-7.151,1.38,0.0
19-011675,-3.256,-5.122,1.38,0.0
19-011676,-9.068,-17.101,1.38,0.0
19-011678,-23.143,-19.223,1.38,0.0
19-011680,-1.977,-2.348,1.38,0.0
19-011681,-28.766,-13.689,1.38,0.0
19-011682,-7.149,-0.398,1.38,0.0
19-011685,-9.242,-12.478,1.38,0.0
19-011687,-19.184,-24.186,1.38,0.0
19-011688,-9.921,-15.359,1.38,0.0
19-011689,-24.788,-29.412,1.38,0.0
19-011691,-13.903,-2.217,1.38,0.0
19-011695,-27.174,-19.328,1.38,0.0
19-011698,-22.782,-16.717,1.38,0.0
19-011702,-23.985,-12.561,1.38,0.0
19-011703,-11.971,-1.041,1.38,0.0
19-011706,-22.604,-1.317,1.38,0.0
19-011709,-9.405,-26.183,1.38,0.0
19-011710,-29.92,-26.899,1.38,0.0
19-011713,-29.318,-25.781,1.38,0.0
19-011715,-2.938,-2.192,1.38,0.0
19-011716,-14.009,-15.274,1.38,0.0
19-011718,-6.012,-6.303,1.38,0.0
19-011719,-6.169,-3.47,1.38,0.0
19-011720,-9.398,-28.463,1.38,0.0
19-011721,-25.997,-25.183,1.38,0.0
19-011723,-19.466,-26.146,1.38,0.0
19-011724,-18.596,-8.808,1.38,0.0
19-011727,-26.341,-16.893,1.38,0.0
19-011728,-11.75,-24.228,1.38,0.0
19-011729,-18.761,-14.56,1.38,0.0
19-011730,-19.941,-27.822,1.38,0.0
19-011731,-15.665,-1.675,1.38,0.0
19-011732,-15.307,-2.87,1.38,0.0
19-011733,-6.994,-3.385,1.38,0.0
19-011734,-21.221,-26.809,1.38,0.0
19-011736,-7.797,-21.086,1.38,0.0
19-011742,-15.991,-19.78,1.38,0.0
19-011743,-20.652,-0.092,1.38,0.0
19-011746,-1.63,-2.057,1.38,0.0
19-011747,-24.56,-28.084,1.38,0.0
19-011748,-9.607,-10.268,1.38,0.0
19-011749,-18.711,-26.603,1.38,0.0
19-011751,-19.132,-23.607,1.38,0.0
19-011752,-1.403,-23.499,1.38,0.0
19-011753,-28.624,-0.534,1.38,0.0
19-011755,-11.278,-24.044,1.38,0.0
19-011756,-16.103,-7.886,1.38,0.0
19-011757,-7.013,-1.626,1.38,0.0
19-011758,-15.115,-24.766,1.38,0.0
19-011760,-21.097,-24.652,1.37,0.0
19-011765,-10.542,-21.411,1.37,0.0
19-011766,-12.172,-24.227,1.37,0.0
19-011772,-19.399,-27.564,1.37,0.0
19-011773,-15.528,-23.192,1.37,0.0
19-011774,-21.988,-26.245,1.37,0.0
19-011775,-27.756,-22.614,1.37,0.0
19-011779,-10.83,-25.598,1.37,0.0
19-011780,-12.046,-3.246,1.37,0.0
19-011781,-5.569,-6.773,1.37,0.0
19-011782,-5.072,-14.515,1.37,0.0
19-011783,-11.534,-1.182,1.37,0.0
19-011784,-21.699,-3.463,1.37,0.0
19-011786,-25.298,-29.475,1.37,0.0
19-011787,-11.085,-11.742,1.37,0.0
19-011788,-27.312,-0.044,1.37,0.0
19-011789,-27.755,-25.31,1.37,0.0
19-011794,-29.928,-8.136,1.37,0.0
19-011796,-0.982,-25.795,1.37,0.0
19-011797,-5.739,-2.292,1.37,0.0
19-011798,-20.534,-26.347,1.37,0.0
19-011800,-6.285,-5.0,1.37,0.0
19-011802,-16.496,-7.962,1.37,0.0
19-011804,-20.724,-8.322,1.37,0.0
19-011805,-3.087,-21.066,1.37,0.0
19-011806,-8.62,-5.571,1.37,0.0
19-011807,-16.123,-23.157,1.37,0.0
19-011809,-27.914,-26.803,1.37,0.0
19-011810,-15.995,-19.52,1.37,0.0
19-011811,-4.504,-25.85,1.37,0.0
19-011812,-20.695,-25.669,1.37,0.0
19-011814,-24.456,-18.155,1.37,0.0
19-011815,-22.803,-29.804,1.37,0.0
19-011816,-0.078,-28.418,1.37,0.0
19-011817,-6.098,-14.848,1.37,0.0
19-011820,-18.562,-1.408,1.37,0.0
19-011821,-8.324,-5.612,1.37,0.0
19-011824,-9.247,-9.582,1.37,0.0
19-011826,-7.416,-22.048,1.37,0.0
19-011829,-1.787,-23.669,1.37,0.0
19-011830,-8.33,-1.617,1.37,0.0
19-011831,-19.068,-14.532,1.37,0.0
19-011832,-12.396,-12.862,1.37,0.0
19-011833,-19.829,-28.472,1.37,0.0
19-011834,-7.149,-5.082,1.37,0.0
19-011836,-6.071,-14.975,1.37,0.0
19-011837,-21.903,-28.409,1.37,0.0
19-011839,-24.389,-13.784,1.37,0.0
19-011840,-8.815,-5.942,1.37,0.0
19-011842,-27.177,-16.259,1.37,0.0
19-011844,-4.561,-17.825,1.37,0.0
19-011845,-16.084,-15.683,1.37,0.0
19-011846,-9.46,-5.389,1.37,0.0
19-011848,-11.523,-4.55,1.37,0.0
19-011850,-26.693,-6.841,1.37,0.0
19-011851,-19.596,-8.983,1.37,0.0
19-011852,-13.591,-20.673,1.37,0.0
19-011854,-11.167,-3.158,1.37,0.0
19-011855,-1.502,-3.397,1.37,0.0
19-011856,-16.945,-26.434,1.37,0.0
19-011857,-22.295,-5.726,1.37,0.0
19-011859,-18.334,-14.361,1.37,0.0
19-011860,-17.957,-8.75,1.37,0.0
19-011861,-28.805,-19.655,1.37,0.0
19-011862,-14.118,-21.794,1.37,0.0
19-011866,-27.407,-25.642,1.37,0.0
19-011867,-11.614,-29.447,1.37,0.0
19-011868,-10.945,-6.496,1.37,0.0
19-011869,-28.174,-26.977,1.37,0.0
19-011871,-6.376,-14.247,1.37,0.0
19-011872,-1.758,-12.595,1.37,0.0
19-011873,-10.419,-11.993,1.37,0.0
19-011876,-16.646,-22.15,1.37,0.0
19-011879,-5.267,-13.942,1.37,0.0
19-011880,-24.535,-29.93,1.37,0.0
19-011882,-29.377,-26.518,1.37,0.0
19-011885,-19.203,-8.059,1.37,0.0
19-011886,-20.648,-17.481,1.37,0.0
19-011888,-29.311,-29.007,1.37,0.0
19-011892,-26.627,-13.396,1.37,0.0
19-011893,-6.217,-5.948,1.37,0.0
19-011894,-23.224,-8.81,1.37,0.0
19-011899,-19.258,-23.804,1.37,0.0
19-011900,-16.936,-19.855,1.37,0.0
19-011901,-6.806,-14.036,1.36,0.0
19-011902,-2.478,-23.58,1.36,0.0
19-011903,-27.853,-24.634,1.36,0.0
19-011904,-4.232,-29.839,1.36,0.0
19-011905,-19.527,-25.248,1.36,0.0
19-011906,-7.197,-1.783,1.36,0.0
19-011907,-5.709,-4.085,1.36,0.0
19-011910,-1.416,-22.398,1.36,0.0
19-011912,-11.829,-18.236,1.36,0.0
19-011913,-11.549,-21.742,1.36,0.0
19-011914,-16.573,-19.619,1.36,0.0
